,Candidate Name,Committee Name,Contributor Type,Date of Receipt,Amount,Year,Office
666,Brianne Nadeau ,Brianne for DC,Individual,2/8/2013,25,2014.0,Council Ward 1
667,Brianne Nadeau ,Brianne for DC,Business,7/15/2013,1,2014.0,Council Ward 1
668,Brianne Nadeau ,Brianne for DC,Individual,4/18/2013,15,2014.0,Council Ward 1
669,Brianne Nadeau ,Brianne for DC,Individual,2/11/2013,15,2014.0,Council Ward 1
670,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,11,2014.0,Council Ward 1
671,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,2,2014.0,Council Ward 1
672,Brianne Nadeau ,Brianne for DC,Individual,7/26/2013,5,2014.0,Council Ward 1
673,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,1,2014.0,Council Ward 1
674,Brianne Nadeau ,Brianne for DC,Individual,7/29/2013,5,2014.0,Council Ward 1
675,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,5,2014.0,Council Ward 1
676,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,25,2014.0,Council Ward 1
677,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,5,2014.0,Council Ward 1
678,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,1,2014.0,Council Ward 1
679,Brianne Nadeau ,Brianne for DC,Individual,7/15/2013,25,2014.0,Council Ward 1
680,Brianne Nadeau ,Brianne for DC,Individual,7/15/2013,2,2014.0,Council Ward 1
681,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,10.18,2014.0,Council Ward 1
682,Brianne Nadeau ,Brianne for DC,Individual,7/18/2013,25,2014.0,Council Ward 1
683,Brianne Nadeau ,Brianne for DC,Individual,6/29/2013,2,2014.0,Council Ward 1
684,Brianne Nadeau ,Brianne for DC,Individual,12/5/2013,25,2014.0,Council Ward 1
685,Brianne Nadeau ,Brianne for DC,Individual,3/4/2014,25,2014.0,Council Ward 1
686,Brianne Nadeau ,Brianne for DC,Individual,3/27/2013,2,2014.0,Council Ward 1
687,Brianne Nadeau ,Brianne for DC,Individual,5/14/2013,1,2014.0,Council Ward 1
688,Brianne Nadeau ,Brianne for DC,Individual,11/30/2013,1,2014.0,Council Ward 1
689,Brianne Nadeau ,Brianne for DC,Individual,12/4/2013,2,2014.0,Council Ward 1
690,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,2,2014.0,Council Ward 1
691,Brianne Nadeau ,Brianne for DC,Individual,7/24/2013,335,2014.0,Council Ward 1
692,Brianne Nadeau ,Brianne for DC,Individual,2/13/2013,25,2014.0,Council Ward 1
693,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,1,2014.0,Council Ward 1
694,Brianne Nadeau ,Brianne for DC,Individual,5/22/2013,5,2014.0,Council Ward 1
695,Brianne Nadeau ,Brianne for DC,Individual,11/19/2013,5,2014.0,Council Ward 1
696,Brianne Nadeau ,Brianne for DC,Individual,3/6/2014,5,2014.0,Council Ward 1
697,Brianne Nadeau ,Brianne for DC,Individual,2/27/2014,25,2014.0,Council Ward 1
698,Brianne Nadeau ,Brianne for DC,Individual,4/24/2013,2,2014.0,Council Ward 1
699,Brianne Nadeau ,Brianne for DC,Individual,6/12/2013,2,2014.0,Council Ward 1
700,Brianne Nadeau ,Brianne for DC,Individual,4/30/2013,1,2014.0,Council Ward 1
701,Brianne Nadeau ,Brianne for DC,Business,2/23/2013,5,2014.0,Council Ward 1
702,Brianne Nadeau ,Brianne for DC,Business,7/11/2013,2,2014.0,Council Ward 1
703,Brianne Nadeau ,Brianne for DC,Individual,5/4/2013,1,2014.0,Council Ward 1
704,Brianne Nadeau ,Brianne for DC,Individual,7/20/2013,1,2014.0,Council Ward 1
705,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,11,2014.0,Council Ward 1
706,Brianne Nadeau ,Brianne for DC,Individual,7/15/2013,25,2014.0,Council Ward 1
707,Brianne Nadeau ,Brianne for DC,Individual,2/8/2013,5,2014.0,Council Ward 1
708,Brianne Nadeau ,Brianne for DC,Individual,6/22/2013,25,2014.0,Council Ward 1
709,Brianne Nadeau ,Brianne for DC,Individual,12/10/2013,35,2014.0,Council Ward 1
710,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,36,2014.0,Council Ward 1
711,Brianne Nadeau ,Brianne for DC,Individual,3/3/2013,36,2014.0,Council Ward 1
712,Brianne Nadeau ,Brianne for DC,Individual,4/2/2013,22,2014.0,Council Ward 1
713,Brianne Nadeau ,Brianne for DC,Individual,7/26/2013,1,2014.0,Council Ward 1
714,Brianne Nadeau ,Brianne for DC,Individual,7/23/2013,25,2014.0,Council Ward 1
715,Brianne Nadeau ,Brianne for DC,Individual,3/22/2013,1,2014.0,Council Ward 1
716,Brianne Nadeau ,Brianne for DC,Individual,6/12/2013,254.1,2014.0,Council Ward 1
717,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,25,2014.0,Council Ward 1
718,Brianne Nadeau ,Brianne for DC,Individual,2/28/2013,5,2014.0,Council Ward 1
719,Brianne Nadeau ,Brianne for DC,Individual,5/19/2013,25,2014.0,Council Ward 1
720,Brianne Nadeau ,Brianne for DC,Organization,7/29/2013,14.91,2014.0,Council Ward 1
721,Brianne Nadeau ,Brianne for DC,Individual,5/17/2013,25,2014.0,Council Ward 1
722,Brianne Nadeau ,Brianne for DC,Business,10/8/2013,1,2014.0,Council Ward 1
723,Brianne Nadeau ,Brianne for DC,Individual,3/21/2013,2,2014.0,Council Ward 1
724,Brianne Nadeau ,Brianne for DC,Individual,7/22/2013,2,2014.0,Council Ward 1
725,Brianne Nadeau ,Brianne for DC,Individual,7/8/2013,15,2014.0,Council Ward 1
726,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,2,2014.0,Council Ward 1
727,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,5,2014.0,Council Ward 1
728,Brianne Nadeau ,Brianne for DC,Individual,3/21/2013,2,2014.0,Council Ward 1
729,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,25,2014.0,Council Ward 1
730,Brianne Nadeau ,Brianne for DC,Individual,10/31/2013,25,2014.0,Council Ward 1
731,Brianne Nadeau ,Brianne for DC,Individual,12/5/2013,35,2014.0,Council Ward 1
732,Brianne Nadeau ,Brianne for DC,Individual,7/21/2013,1,2014.0,Council Ward 1
733,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,5,2014.0,Council Ward 1
734,Brianne Nadeau ,Brianne for DC,Individual,7/17/2013,25,2014.0,Council Ward 1
735,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,2,2014.0,Council Ward 1
736,Brianne Nadeau ,Brianne for DC,Individual,3/10/2014,5,2014.0,Council Ward 1
737,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,3,2014.0,Council Ward 1
738,Brianne Nadeau ,Brianne for DC,Individual,3/1/2013,1,2014.0,Council Ward 1
739,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,5,2014.0,Council Ward 1
740,Brianne Nadeau ,Brianne for DC,Individual,7/6/2013,5,2014.0,Council Ward 1
741,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,2,2014.0,Council Ward 1
742,Brianne Nadeau ,Brianne for DC,Individual,12/10/2013,5,2014.0,Council Ward 1
743,Brianne Nadeau ,Brianne for DC,Individual,3/3/2013,12,2014.0,Council Ward 1
744,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,1,2014.0,Council Ward 1
745,Brianne Nadeau ,Brianne for DC,Individual,4/28/2013,5,2014.0,Council Ward 1
746,Brianne Nadeau ,Brianne for DC,Individual,7/15/2013,25,2014.0,Council Ward 1
747,Brianne Nadeau ,Brianne for DC,Individual,7/12/2013,5,2014.0,Council Ward 1
748,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,25,2014.0,Council Ward 1
749,Brianne Nadeau ,Brianne for DC,Individual,3/3/2013,5,2014.0,Council Ward 1
750,Brianne Nadeau ,Brianne for DC,Individual,12/3/2013,35,2014.0,Council Ward 1
751,Brianne Nadeau ,Brianne for DC,Individual,7/25/2013,5,2014.0,Council Ward 1
752,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,35,2014.0,Council Ward 1
753,Brianne Nadeau ,Brianne for DC,Individual,2/8/2013,2,2014.0,Council Ward 1
754,Brianne Nadeau ,Brianne for DC,Individual,7/17/2013,5,2014.0,Council Ward 1
755,Brianne Nadeau ,Brianne for DC,Individual,2/17/2013,5,2014.0,Council Ward 1
756,Brianne Nadeau ,Brianne for DC,Individual,4/24/2013,5,2014.0,Council Ward 1
757,Brianne Nadeau ,Brianne for DC,Individual,12/3/2013,1,2014.0,Council Ward 1
758,Brianne Nadeau ,Brianne for DC,Individual,10/4/2013,5,2014.0,Council Ward 1
759,Brianne Nadeau ,Brianne for DC,Individual,3/16/2014,1,2014.0,Council Ward 1
760,Brianne Nadeau ,Brianne for DC,Individual,3/23/2014,25,2014.0,Council Ward 1
761,Brianne Nadeau ,Brianne for DC,Individual,2/7/2013,36,2014.0,Council Ward 1
762,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,2,2014.0,Council Ward 1
763,Brianne Nadeau ,Brianne for DC,Individual,7/25/2013,2,2014.0,Council Ward 1
764,Brianne Nadeau ,Brianne for DC,Individual,7/9/2013,25,2014.0,Council Ward 1
765,Brianne Nadeau ,Brianne for DC,Individual,4/30/2013,5,2014.0,Council Ward 1
766,Brianne Nadeau ,Brianne for DC,Individual,3/24/2014,25,2014.0,Council Ward 1
767,Brianne Nadeau ,Brianne for DC,Individual,3/15/2014,25,2014.0,Council Ward 1
768,Brianne Nadeau ,Brianne for DC,Individual,7/17/2013,25,2014.0,Council Ward 1
769,Brianne Nadeau ,Brianne for DC,Individual,12/9/2013,25,2014.0,Council Ward 1
770,Brianne Nadeau ,Brianne for DC,Individual,12/9/2013,2,2014.0,Council Ward 1
771,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,11,2014.0,Council Ward 1
772,Brianne Nadeau ,Brianne for DC,Business,7/15/2013,39,2014.0,Council Ward 1
773,Brianne Nadeau ,Brianne for DC,Business,7/15/2013,1,2014.0,Council Ward 1
774,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,5,2014.0,Council Ward 1
775,Brianne Nadeau ,Brianne for DC,Individual,7/29/2013,25,2014.0,Council Ward 1
776,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,2,2014.0,Council Ward 1
777,Brianne Nadeau ,Brianne for DC,Individual,7/22/2013,2,2014.0,Council Ward 1
778,Brianne Nadeau ,Brianne for DC,Individual,12/4/2013,1,2014.0,Council Ward 1
779,Brianne Nadeau ,Brianne for DC,Individual,7/28/2013,35,2014.0,Council Ward 1
780,Brianne Nadeau ,Brianne for DC,Individual,3/12/2013,18,2014.0,Council Ward 1
781,Brianne Nadeau ,Brianne for DC,Individual,7/28/2013,35,2014.0,Council Ward 1
782,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,5,2014.0,Council Ward 1
783,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,2,2014.0,Council Ward 1
784,Brianne Nadeau ,Brianne for DC,Individual,7/27/2013,1,2014.0,Council Ward 1
785,Brianne Nadeau ,Brianne for DC,Individual,2/27/2013,25,2014.0,Council Ward 1
786,Brianne Nadeau ,Brianne for DC,Individual,5/8/2013,5,2014.0,Council Ward 1
787,Brianne Nadeau ,Brianne for DC,Individual,2/28/2013,25,2014.0,Council Ward 1
788,Brianne Nadeau ,Brianne for DC,Individual,4/2/2013,2,2014.0,Council Ward 1
789,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,2,2014.0,Council Ward 1
790,Brianne Nadeau ,Brianne for DC,Individual,8/11/2013,2,2014.0,Council Ward 1
791,Brianne Nadeau ,Brianne for DC,Individual,9/11/2013,2,2014.0,Council Ward 1
792,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,25,2014.0,Council Ward 1
793,Brianne Nadeau ,Brianne for DC,Individual,3/21/2013,2,2014.0,Council Ward 1
794,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,25,2014.0,Council Ward 1
795,Brianne Nadeau ,Brianne for DC,Individual,10/22/2013,15,2014.0,Council Ward 1
796,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,5,2014.0,Council Ward 1
797,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,1,2014.0,Council Ward 1
798,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,2,2014.0,Council Ward 1
799,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,44,2014.0,Council Ward 1
800,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,54,2014.0,Council Ward 1
801,Brianne Nadeau ,Brianne for DC,Individual,2/11/2013,35,2014.0,Council Ward 1
802,Brianne Nadeau ,Brianne for DC,Individual,6/19/2013,2,2014.0,Council Ward 1
803,Brianne Nadeau ,Brianne for DC,Individual,5/17/2013,25,2014.0,Council Ward 1
804,Brianne Nadeau ,Brianne for DC,Individual,12/6/2013,25,2014.0,Council Ward 1
805,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,2,2014.0,Council Ward 1
806,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,1,2014.0,Council Ward 1
807,Brianne Nadeau ,Brianne for DC,Individual,10/30/2013,5,2014.0,Council Ward 1
808,Brianne Nadeau ,Brianne for DC,Individual,11/30/2013,5,2014.0,Council Ward 1
809,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,2,2014.0,Council Ward 1
810,Brianne Nadeau ,Brianne for DC,Individual,4/29/2013,5,2014.0,Council Ward 1
811,Brianne Nadeau ,Brianne for DC,Individual,11/20/2013,35,2014.0,Council Ward 1
812,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,5,2014.0,Council Ward 1
813,Brianne Nadeau ,Brianne for DC,Individual,7/28/2013,35,2014.0,Council Ward 1
814,Brianne Nadeau ,Brianne for DC,Individual,3/5/2013,25,2014.0,Council Ward 1
815,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,25,2014.0,Council Ward 1
816,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,5,2014.0,Council Ward 1
817,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,5,2014.0,Council Ward 1
818,Brianne Nadeau ,Brianne for DC,Individual,12/10/2013,5,2014.0,Council Ward 1
819,Brianne Nadeau ,Brianne for DC,Individual,10/10/2013,5,2014.0,Council Ward 1
820,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,18,2014.0,Council Ward 1
821,Brianne Nadeau ,Brianne for DC,Individual,2/21/2014,5,2014.0,Council Ward 1
822,Brianne Nadeau ,Brianne for DC,Individual,7/8/2013,25,2014.0,Council Ward 1
823,Brianne Nadeau ,Brianne for DC,Individual,7/9/2013,25,2014.0,Council Ward 1
824,Brianne Nadeau ,Brianne for DC,Individual,2/21/2013,5,2014.0,Council Ward 1
825,Brianne Nadeau ,Brianne for DC,Individual,3/21/2013,5,2014.0,Council Ward 1
826,Brianne Nadeau ,Brianne for DC,Individual,6/28/2013,2,2014.0,Council Ward 1
827,Brianne Nadeau ,Brianne for DC,Individual,7/17/2013,2,2014.0,Council Ward 1
828,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,1,2014.0,Council Ward 1
829,Brianne Nadeau ,Brianne for DC,Individual,3/9/2014,1,2014.0,Council Ward 1
830,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,25,2014.0,Council Ward 1
831,Brianne Nadeau ,Brianne for DC,Individual,7/20/2013,15,2014.0,Council Ward 1
832,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,1,2014.0,Council Ward 1
833,Brianne Nadeau ,Brianne for DC,Individual,5/30/2013,2,2014.0,Council Ward 1
834,Brianne Nadeau ,Brianne for DC,Individual,5/22/2013,25,2014.0,Council Ward 1
835,Brianne Nadeau ,Brianne for DC,Individual,7/23/2013,15,2014.0,Council Ward 1
836,Brianne Nadeau ,Brianne for DC,Individual,7/26/2013,2,2014.0,Council Ward 1
837,Brianne Nadeau ,Brianne for DC,Individual,7/26/2013,1,2014.0,Council Ward 1
838,Brianne Nadeau ,Brianne for DC,Individual,6/30/2013,75,2014.0,Council Ward 1
839,Brianne Nadeau ,Brianne for DC,Individual,3/2/2013,5,2014.0,Council Ward 1
840,Brianne Nadeau ,Brianne for DC,Individual,4/24/2013,1,2014.0,Council Ward 1
841,Brianne Nadeau ,Brianne for DC,Individual,7/7/2013,1,2014.0,Council Ward 1
842,Brianne Nadeau ,Brianne for DC,Individual,4/24/2013,2,2014.0,Council Ward 1
843,Brianne Nadeau ,Brianne for DC,Individual,4/30/2013,2,2014.0,Council Ward 1
844,Brianne Nadeau ,Brianne for DC,Individual,7/19/2013,1,2014.0,Council Ward 1
845,Brianne Nadeau ,Brianne for DC,Individual,5/3/2013,99.95,2014.0,Council Ward 1
846,Brianne Nadeau ,Brianne for DC,Individual,10/31/2013,5,2014.0,Council Ward 1
847,Brianne Nadeau ,Brianne for DC,Individual,3/26/2013,5,2014.0,Council Ward 1
848,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,1,2014.0,Council Ward 1
849,Brianne Nadeau ,Brianne for DC,Individual,3/21/2013,2,2014.0,Council Ward 1
850,Brianne Nadeau ,Brianne for DC,Individual,10/30/2013,2,2014.0,Council Ward 1
851,Brianne Nadeau ,Brianne for DC,Individual,3/4/2013,5,2014.0,Council Ward 1
852,Brianne Nadeau ,Brianne for DC,Individual,6/28/2013,15,2014.0,Council Ward 1
853,Brianne Nadeau ,Brianne for DC,Individual,7/26/2013,2,2014.0,Council Ward 1
854,Brianne Nadeau ,Brianne for DC,Individual,3/7/2014,165,2014.0,Council Ward 1
855,Brianne Nadeau ,Brianne for DC,Individual,2/16/2014,1,2014.0,Council Ward 1
856,Brianne Nadeau ,Brianne for DC,Individual,7/14/2013,25,2014.0,Council Ward 1
857,Brianne Nadeau ,Brianne for DC,Individual,2/20/2013,3,2014.0,Council Ward 1
858,Brianne Nadeau ,Brianne for DC,Individual,5/4/2013,1,2014.0,Council Ward 1
859,Brianne Nadeau ,Brianne for DC,Individual,5/20/2013,1,2014.0,Council Ward 1
860,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,5,2014.0,Council Ward 1
861,Brianne Nadeau ,Brianne for DC,Individual,5/16/2013,2,2014.0,Council Ward 1
862,Brianne Nadeau ,Brianne for DC,Individual,2/28/2013,25,2014.0,Council Ward 1
863,Brianne Nadeau ,Brianne for DC,Individual,3/22/2013,1,2014.0,Council Ward 1
864,Brianne Nadeau ,Brianne for DC,Individual,10/8/2013,1,2014.0,Council Ward 1
865,Brianne Nadeau ,Brianne for DC,Individual,6/12/2013,1,2014.0,Council Ward 1
866,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,25,2014.0,Council Ward 1
867,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,5,2014.0,Council Ward 1
868,Brianne Nadeau ,Brianne for DC,Individual,5/7/2013,5,2014.0,Council Ward 1
869,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,25,2014.0,Council Ward 1
870,Brianne Nadeau ,Brianne for DC,Individual,5/31/2013,25,2014.0,Council Ward 1
871,Brianne Nadeau ,Brianne for DC,Individual,2/18/2013,1,2014.0,Council Ward 1
872,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,4,2014.0,Council Ward 1
873,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,25,2014.0,Council Ward 1
874,Brianne Nadeau ,Brianne for DC,Individual,6/19/2013,2,2014.0,Council Ward 1
875,Brianne Nadeau ,Brianne for DC,Individual,12/6/2013,5,2014.0,Council Ward 1
876,Brianne Nadeau ,Brianne for DC,Individual,7/12/2013,1,2014.0,Council Ward 1
877,Brianne Nadeau ,Brianne for DC,Individual,7/12/2013,1,2014.0,Council Ward 1
878,Brianne Nadeau ,Brianne for DC,Individual,4/30/2013,1,2014.0,Council Ward 1
879,Brianne Nadeau ,Brianne for DC,Individual,4/1/2013,5,2014.0,Council Ward 1
880,Brianne Nadeau ,Brianne for DC,Individual,11/19/2013,1,2014.0,Council Ward 1
881,Brianne Nadeau ,Brianne for DC,Individual,2/8/2013,2,2014.0,Council Ward 1
882,Brianne Nadeau ,Brianne for DC,Individual,6/30/2013,5,2014.0,Council Ward 1
883,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,1,2014.0,Council Ward 1
884,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,15,2014.0,Council Ward 1
885,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,11,2014.0,Council Ward 1
886,Brianne Nadeau ,Brianne for DC,Individual,5/21/2013,109,2014.0,Council Ward 1
887,Brianne Nadeau ,Brianne for DC,Individual,5/27/2013,5,2014.0,Council Ward 1
888,Brianne Nadeau ,Brianne for DC,Individual,10/7/2013,33,2014.0,Council Ward 1
889,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,25,2014.0,Council Ward 1
890,Brianne Nadeau ,Brianne for DC,Individual,6/12/2013,2,2014.0,Council Ward 1
891,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,2,2014.0,Council Ward 1
892,Brianne Nadeau ,Brianne for DC,Individual,7/30/2013,1,2014.0,Council Ward 1
893,Brianne Nadeau ,Brianne for DC,Individual,7/15/2013,1,2014.0,Council Ward 1
894,Brianne Nadeau ,Brianne for DC,Individual,5/16/2013,2,2014.0,Council Ward 1
895,Brianne Nadeau ,Brianne for DC,Individual,5/9/2013,5,2014.0,Council Ward 1
896,Brianne Nadeau ,Brianne for DC,Individual,10/15/2013,5,2014.0,Council Ward 1
897,Brianne Nadeau ,Brianne for DC,Individual,7/17/2013,2,2014.0,Council Ward 1
898,Brianne Nadeau ,Brianne for DC,Individual,6/26/2013,5,2014.0,Council Ward 1
899,Brianne Nadeau ,Brianne for DC,Individual,7/10/2013,25,2014.0,Council Ward 1
900,Brianne Nadeau ,Brianne for DC,Individual,3/9/2013,1,2014.0,Council Ward 1
901,Brianne Nadeau ,Brianne for DC,Individual,7/19/2013,1,2014.0,Council Ward 1
902,Brianne Nadeau ,Brianne for DC,Individual,9/17/2013,1,2014.0,Council Ward 1
903,Brianne Nadeau ,Brianne for DC,Individual,7/31/2013,35,2014.0,Council Ward 1
904,Brianne Nadeau ,Brianne for DC,Individual,6/6/2013,25,2014.0,Council Ward 1
905,Brianne Nadeau ,Brianne for DC,Individual,7/14/2013,25,2014.0,Council Ward 1
906,Brianne Nadeau ,Brianne for DC,Individual,3/22/2013,2,2014.0,Council Ward 1
907,Brianne Nadeau ,Brianne for DC,Individual,4/30/2013,5,2014.0,Council Ward 1
908,Brianne Nadeau ,Brianne for DC,Individual,7/11/2013,25,2014.0,Council Ward 1
909,Brianne Nadeau ,Brianne for DC,Individual,2/25/2013,25,2014.0,Council Ward 1
910,Brianne Nadeau ,Brianne for DC,Individual,2/25/2013,25,2014.0,Council Ward 1
911,Brianne Nadeau ,Brianne for DC,Individual,5/20/2013,35,2014.0,Council Ward 1
912,Brianne Nadeau ,Brianne for DC,Individual,11/1/2013,15,2014.0,Council Ward 1
913,Brianne Nadeau ,Brianne for DC,Individual,12/1/2013,15,2014.0,Council Ward 1
914,Brianne Nadeau ,Brianne for DC,Individual,7/16/2013,1,2014.0,Council Ward 1
915,Brianne Nadeau ,Brianne for DC,Individual,7/20/2013,72,2014.0,Council Ward 1
916,Brianne Nadeau ,Brianne for DC,Individual,3/2/2013,5,2014.0,Council Ward 1
917,Brianne Nadeau ,Brianne for DC,Individual,4/2/2013,5,2014.0,Council Ward 1
918,Brianne Nadeau ,Brianne for DC,Individual,5/2/2013,5,2014.0,Council Ward 1
919,Brianne Nadeau ,Brianne for DC,Individual,6/2/2013,5,2014.0,Council Ward 1
920,Brianne Nadeau ,Brianne for DC,Individual,6/30/2013,5,2014.0,Council Ward 1
921,Brianne Nadeau ,Brianne for DC,Individual,5/23/2013,9,2014.0,Council Ward 1
922,Brianne Nadeau ,Brianne for DC,Individual,6/12/2013,5,2014.0,Council Ward 1
923,Brianne Nadeau ,Brianne for DC,Individual,4/25/2013,35,2014.0,Council Ward 1
924,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,2,2014.0,Council Ward 1
925,Brianne Nadeau ,Brianne for DC,Individual,10/4/2013,1,2014.0,Council Ward 1
926,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,2,2014.0,Council Ward 1
927,Brianne Nadeau ,Brianne for DC,Individual,10/10/2013,2,2014.0,Council Ward 1
928,Brianne Nadeau ,Brianne for DC,Individual,9/18/2013,3,2014.0,Council Ward 1
929,Brianne Nadeau ,Brianne for DC,Individual,10/10/2013,25,2014.0,Council Ward 1
930,Brianne Nadeau ,Brianne for DC,Individual,11/13/2013,1,2014.0,Council Ward 1
931,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,33,2014.0,Council Ward 1
932,Brianne Nadeau ,Brianne for DC,Individual,10/7/2013,2,2014.0,Council Ward 1
933,Brianne Nadeau ,Brianne for DC,Individual,11/3/2013,3,2014.0,Council Ward 1
934,Brianne Nadeau ,Brianne for DC,Individual,10/5/2013,25,2014.0,Council Ward 1
935,Brianne Nadeau ,Brianne for DC,Individual,10/7/2013,33,2014.0,Council Ward 1
936,Brianne Nadeau ,Brianne for DC,Individual,10/3/2013,25,2014.0,Council Ward 1
937,Brianne Nadeau ,Brianne for DC,Individual,9/28/2013,25,2014.0,Council Ward 1
938,Brianne Nadeau ,Brianne for DC,Individual,9/21/2013,1,2014.0,Council Ward 1
939,Brianne Nadeau ,Brianne for DC,Individual,10/7/2013,1,2014.0,Council Ward 1
940,Brianne Nadeau ,Brianne for DC,Individual,12/9/2013,2,2014.0,Council Ward 1
941,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,2,2014.0,Council Ward 1
942,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,5,2014.0,Council Ward 1
943,Brianne Nadeau ,Brianne for DC,Individual,10/3/2013,2,2014.0,Council Ward 1
944,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,25,2014.0,Council Ward 1
945,Brianne Nadeau ,Brianne for DC,Individual,10/10/2013,25,2014.0,Council Ward 1
946,Brianne Nadeau ,Brianne for DC,Individual,9/15/2013,35,2014.0,Council Ward 1
947,Brianne Nadeau ,Brianne for DC,Individual,10/9/2013,33,2014.0,Council Ward 1
948,Brianne Nadeau ,Brianne for DC,Individual,10/3/2013,5,2014.0,Council Ward 1
949,Brianne Nadeau ,Brianne for DC,Individual,10/10/2013,36,2014.0,Council Ward 1
950,Brianne Nadeau ,Brianne for DC,Individual,12/5/2013,36,2014.0,Council Ward 1
951,Brianne Nadeau ,Brianne for DC,Individual,10/1/2013,15,2014.0,Council Ward 1
952,Brianne Nadeau ,Brianne for DC,Individual,3/10/2014,35,2014.0,Council Ward 1
953,Brianne Nadeau ,Brianne for DC,Individual,3/9/2014,3,2014.0,Council Ward 1
954,Brianne Nadeau ,Brianne for DC,Individual,3/9/2014,1,2014.0,Council Ward 1
955,Brianne Nadeau ,Brianne for DC,Individual,3/10/2014,2,2014.0,Council Ward 1
956,Brianne Nadeau ,Brianne for DC,Individual,3/10/2014,25,2014.0,Council Ward 1
957,Brianne Nadeau ,Brianne for DC,Individual,2/6/2014,1,2014.0,Council Ward 1
958,Brianne Nadeau ,Brianne for DC,Individual,3/2/2014,5,2014.0,Council Ward 1
959,Brianne Nadeau ,Brianne for DC,Individual,3/4/2014,25,2014.0,Council Ward 1
960,Brianne Nadeau ,Brianne for DC,Individual,3/10/2014,1,2014.0,Council Ward 1
961,Brianne Nadeau ,Brianne for DC,Individual,3/4/2014,35,2014.0,Council Ward 1
962,Brianne Nadeau ,Brianne for DC,Individual,3/4/2014,35,2014.0,Council Ward 1
